,소비자물가지수,기대인플레이션율,생산자물가지수,국내공급물가지수,수입물가지수,전산업생산지수,경기종합지수,제조업 평균가동률,생산지수-총지수,생산자제품 출하지수-총지수,생산자제품 재고지수-총지수,물가수준전망,경제심리지수,경제활동인구,실업률,경제활동참가율,예금은행대출금,M1상품별구성내역,주택담보대출,무담보콜금리,국고채금리(1년),국고채금리(10년),"회사채(3년,AA-)","회사채(3년,BBB-)",주택담보대출 연리,환율-원/미국달러,수입금액지수,수입물량지수,순상품교역조건지수,소득교역조건지수,주택매매가격지수,아파트 매매 가격지수,KOSPI 시가총액,미국 소비자물가지수,중국 생산자물가지수,미국 생산자물가지수,한국은행 기준금리,추계인구,남성 인구,여성 인구,고령 인구 비율(65세 이상),합계출산율,Wage,전체 산업,"농업, 임업 및 어업(01~03)",광업(05~08),제조업(10~34),"전기, 가스, 증기 및 공기조절 공급업(35)","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",건설업(41~42),도매 및 소매업(45~47),운수 및 창고업(49~52),숙박 및 음식점업(55~56),정보통신업(58~63),금융 및 보험업(64~66),부동산업(68),"전문, 과학 및 기술 서비스업(70~73)","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",교육 서비스업(85),"예술, 스포츠 및 여가관련 서비스업(90~91)","농업, 임업 및 어업(01~03)_lower","농업, 임업 및 어업(01~03)_upper",광업(05~08)_lower,광업(05~08)_upper,제조업(10~34)_lower,제조업(10~34)_upper,"전기, 가스, 증기 및 공기조절 공급업(35)_lower","전기, 가스, 증기 및 공기조절 공급업(35)_upper","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)_lower","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)_upper",건설업(41~42)_lower,건설업(41~42)_upper,도매 및 소매업(45~47)_lower,도매 및 소매업(45~47)_upper,운수 및 창고업(49~52)_lower,운수 및 창고업(49~52)_upper,숙박 및 음식점업(55~56)_lower,숙박 및 음식점업(55~56)_upper,정보통신업(58~63)_lower,정보통신업(58~63)_upper,금융 및 보험업(64~66)_lower,금융 및 보험업(64~66)_upper,부동산업(68)_lower,부동산업(68)_upper,"전문, 과학 및 기술 서비스업(70~73)_lower","전문, 과학 및 기술 서비스업(70~73)_upper","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)_lower","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)_upper",교육 서비스업(85)_lower,교육 서비스업(85)_upper,"예술, 스포츠 및 여가관련 서비스업(90~91)_lower","예술, 스포츠 및 여가관련 서비스업(90~91)_upper"
2016-07-01,95.431,2.4,95.1,94.91,94.55,94.9,99.9,73.8,96.241,100.199,91.205,134.0,95.9,27737.0,3.5,63.6,1398400.5,735172.2,521200.5,1.23,1.26,1.401,1.65,7.721,2.99,1144.09,84.62,87.17,105.18,97.47,75.832,86.2,1280000000000.0,110.35,98.77,108.19,1.25,51217803.0,25670949.0,25546854.0,13.2,1.172,6060.146564,1754254140.1098828,1985171.381011421,380247.1188094215,691838363.3337426,35772706.39019817,4713633.606651384,208882519.2520798,77567512.44367343,104412055.2090292,3253618.894344401,47080804.68438686,73574685.80144034,7130564.147076441,47168116.05193278,25348234.984328277,21360001.88244948,17355388.71491107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-01,95.677,2.4,95.19,94.4,92.87,94.0,100.1,72.3,92.105,96.012,89.886,132.0,97.8,27690.0,3.6,63.4,1407014.0,738120.9,527287.5,1.23,1.265,1.417,1.645,7.725,2.96,1111.68,89.36,92.19,106.37,92.82,75.927,86.2,1300000000000.0,110.45,98.87,107.99,1.25,51217803.0,25670949.0,25546854.0,13.2,1.172,6086.826247,1759431607.5457938,2019031.476207497,371524.7324071661,694276812.9858959,35976166.783385046,4688293.539167015,208176588.06943503,78339957.24539264,103303722.51573949,3166008.241887794,47446767.78736069,73510239.60305496,7077643.303669362,46931945.338305,25407269.441675965,21265123.94766417,17420319.044170454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,96.247,2.5,95.41,94.63,93.03,94.8,99.9,72.6,92.763,97.507,88.039,135.0,97.8,27679.0,3.5,63.4,1414232.0,751408.5,530809.0,1.24,1.322,1.512,1.704,7.791,2.94,1107.49,86.84,88.99,106.95,96.64,76.031,86.3,1300000000000.0,110.72,99.38,108.19,1.25,51217803.0,25670949.0,25546854.0,13.2,1.172,6114.582119,1764863241.6872272,2056255.4849916047,363335.1138590037,696753428.2369877,36192013.31258803,4668365.829209689,207932115.3073454,79103432.67996855,102287255.38269947,3080731.5933294096,47785068.19900616,73429283.76888482,7015840.9301818125,46642163.8172039,25502418.75667263,21181257.103859518,17454875.435448837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-01,96.379,2.5,95.69,95.25,97.07,97.1,99.8,71.6,98.12,102.393,87.687,135.0,96.2,27666.0,3.3,63.3,1425102.2,753367.3,536140.4,1.23,1.369,1.596,1.781,7.87,2.93,1125.28,89.16,90.88,108.48,98.36,76.215,86.5,1280000000000.0,110.86,100.08,108.77,1.25,51217803.0,25670949.0,25546854.0,13.2,1.172,6141.531033,1770277203.269596,2092158.3538817924,355921.1986203777,699133770.4730619,36408027.39478701,4658326.485283766,208262421.981091,79816513.90916276,101436415.81926428,3001769.5662391395,48072565.46268689,73337160.11592399,6950009.728339628,46301350.412247576,25627190.448646136,21117374.126486767,17456338.18232717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-01,96.237,2.5,96.12,96.69,99.43,99.0,100.1,74.9,102.35,106.78,87.951,138.0,96.0,27613.0,3.1,63.1,1435777.7,762639.7,542494.0,1.23,1.511,1.965,2.021,8.128,2.93,1161.64,94.66,94.3,106.44,101.2,76.407,86.7,1280000000000.0,110.68,101.59,108.97,1.25,51217803.0,25670949.0,25546854.0,13.2,1.172,6170.356725,1775947148.649542,2125699.572955898,348793.12365277373,701522050.8779457,36633791.631569125,4661734.877590163,209321302.65107736,80508939.55044429,100741363.58103,2925244.220702012,48314422.67569369,73229731.8114222,6878276.029199257,45877138.01611532,25788151.703825723,21076237.091501504,17421643.950848754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-01,96.342,2.5,96.96,97.64,103.61,108.0,100.3,73.3,104.699,110.867,84.872,141.0,93.8,27211.0,3.2,62.2,1424149.2,776589.6,545839.6,1.23,1.576,2.159,2.162,8.281,2.93,1182.28,96.78,96.73,108.21,104.69,76.463,86.8,1310000000000.0,110.72,103.19,109.26,1.25,51217803.0,25670949.0,25546854.0,13.2,1.172,6200.048667,1781423733.8213582,2151428.055771022,342414.9746056743,703712038.9643965,36850128.36508188,4682418.880272856,211166579.6497056,81118998.28683597,100291817.65297475,2857419.573738147,48481631.78277445,73115848.70091204,6807675.303714837,45387661.59290425,25973241.89791742,21067220.60748644,17350005.43980683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01,97.366,2.8,98.37,99.51,105.91,92.7,100.7,76.0,94.737,97.707,87.511,148.0,96.1,26886.0,3.7,61.4,1429377.3,781441.0,545880.7,1.24,1.496,2.111,2.104,8.281,2.94,1185.1,96.35,93.21,105.38,90.04,76.481,86.8,1340000000000.0,111.37,103.99,109.84,1.25,51361911.0,25736793.0,25625118.0,13.8,1.052,6233.473463,1786984790.04765,2167625.0,336365.93952,705795255.6396,37066641.707,4725986.08664,214053045.55904,81669560.56962,100104690.69972,2795160.177441,48571336.67078,72989923.32114,6736015.914700001,44790643.16740999,26193049.450625,21096744.516621,17233485.89805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-01,97.632,2.7,98.75,99.39,103.66,91.8,100.7,74.0,92.857,97.009,87.335,145.0,97.9,27321.0,4.9,62.4,1433627.6,776362.5,547746.0,1.23,1.465,2.163,2.13,8.331,2.96,1144.92,92.9,88.4,105.67,93.86,76.489,86.8,1350000000000.0,111.72,104.6,109.84,1.25,51361911.0,25736793.0,25625118.0,13.8,1.052,6270.588038,1792366663.215705,2170646.3520178506,330875.5531637439,707646296.3512226,37271755.91865846,4794915.817340227,218003732.9490352,82125711.5633626,100231464.57139552,2741964.330027692,48567820.17097789,72857797.36834124,6667639.749810118,44099330.04444214,26439276.234813426,21170811.86606337,17072111.12373425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01,97.565,2.6,98.71,99.39,101.44,102.0,100.9,75.0,104.323,109.571,87.071,142.0,100.4,27579.0,4.1,62.9,1435859.5,789187.8,550692.5,1.23,1.485,2.221,2.208,8.413,2.97,1134.77,109.29,102.98,104.71,105.01,76.509,86.8,1400000000000.0,111.81,105.0,110.04,1.25,51361911.0,25736793.0,25625118.0,13.8,1.052,6310.877055,1797037167.897204,2162727.3811877896,326415.20971159823,709096515.7789398,37445782.32448611,4876420.396053475,222329031.6468513,82461275.23992684,100590974.00751925,2701653.154511838,48495071.50853071,72735433.0258723,6608418.753637903,43419631.50458163,26679511.65641397,21273444.85384066,16891489.456502527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-01,97.442,2.6,98.5,98.97,101.87,97.1,101.0,73.7,97.838,102.293,88.918,141.0,100.0,27911.0,4.2,63.6,1445219.3,791859.3,553204.1,1.23,1.467,2.182,2.195,8.411,2.97,1132.73,96.85,92.22,106.67,100.38,76.538,86.8,1430000000000.0,112.14,104.5,110.14,1.25,51361911.0,25736793.0,25625118.0,13.8,1.052,6357.91359,1801965448.2008564,2143752.351057773,322053.0588090758,710437803.6051264,37625034.50952062,4983716.482458432,227718814.8568064,82757954.86616676,101217857.28026298,2665243.933331616,48354373.27351045,72599297.29296455,6544787.913423005,42642252.64575512,26959064.70455919,21421840.077518925,16658474.119544692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-01,97.546,2.5,98.23,98.75,100.43,98.1,101.1,73.7,98.496,102.094,91.557,137.0,100.9,27987.0,3.6,63.7,1450375.7,791074.8,556528.9,1.23,1.464,2.257,2.216,8.443,2.98,1125.28,100.71,95.35,105.65,97.11,76.578,86.9,1520000000000.0,112.23,104.19,110.33,1.25,51361911.0,25736793.0,25625118.0,13.8,1.052,6409.512221,1806460639.9972975,2116740.711601666,318431.70841412817,711452695.1734729,37784109.66958691,5100415.908385455,233301650.8006039,82979879.17206573,102011547.32296722,2637893.740963877,48174718.977670535,72469551.26594104,6484280.449463726,41901051.9582416,27237080.64346494,21595487.72322598,16405415.109951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-01,97.338,2.6,97.85,98.35,99.22,101.3,101.1,72.7,99.154,104.387,88.303,139.0,100.3,28081.0,3.8,63.9,1453379.5,798890.2,560141.5,1.24,1.461,2.165,2.208,8.444,2.98,1130.04,103.45,98.8,105.74,101.65,76.711,87.1,1550000000000.0,112.34,103.99,110.62,1.25,51361911.0,25736793.0,25625118.0,13.8,1.052,6470.0,1810788942.749246,2081562.8008096,315335.0341139443,712188904.9969269,37932579.41719528,5229808.393841445,239199274.26406425,83152197.05554669,102980145.92138742,2617415.0235239463,47961962.80889851,72340386.01226859,6421937.97835434,41185038.48352181,27525572.926094875,21800895.337739836,16121315.790346522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-01,97.499,2.5,97.92,98.13,99.72,97.3,101.0,73.3,98.59,101.496,90.765,139.0,99.6,28037.0,3.4,63.8,1464168.8,804853.4,563446.4,1.24,1.464,2.252,2.278,8.52,2.99,1134.4,98.92,96.1,108.12,100.3,76.891,87.3,1560000000000.0,112.26,104.09,111.21,1.25,51361911.0,25736793.0,25625118.0,13.8,1.052,6538.361188,1814639063.3009892,2042087.7900279316,312987.038081084,712579843.926608,38059875.8664625,5359247.873881191,244791452.81599617,83273702.26734433,104018268.834721,2604780.360575188,47746899.34988362,72222854.05571248,6360897.592109953,40577185.46413372,27799687.15052264,22019958.688982893,15830127.841839176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-01,98.058,2.6,98.37,98.46,101.28,96.3,101.1,73.5,95.207,98.804,91.117,138.0,100.7,27903.0,3.6,63.5,1472669.7,805103.3,566589.7,1.23,1.471,2.287,2.32,8.565,2.99,1130.79,103.91,100.76,108.59,102.88,77.074,87.5,1540000000000.0,112.59,105.1,111.21,1.25,51361911.0,25736793.0,25625118.0,13.8,1.052,6606.330972,1818234196.3656,1997355.1258250875,311256.4861935421,712631629.6328865,38173452.04917894,5492873.405452447,250200544.08276245,83362849.09910817,105150313.3734321,2598783.2335275253,47533022.17763505,72111960.735104,6296165.3791725,40075391.78609978,28071176.65541336,22262213.03743558,15518312.697793132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-01,98.172,2.6,99.03,99.37,103.07,102.2,101.2,73.4,102.82,107.677,88.215,138.0,99.3,27943.0,3.3,63.5,1482459.0,810904.8,570079.2,1.25,1.481,2.286,2.333,8.576,3.0,1131.59,107.59,102.47,107.83,116.55,77.139,87.5,1560000000000.0,113.19,106.2,110.92,1.25,51361911.0,25736793.0,25625118.0,13.8,1.052,6687.573187,1821405691.7349207,1950314.531162832,310258.7637625437,712305185.4104435,38267719.92795105,5621804.37881826,254979524.7615329,83425514.19656093,106297102.37049586,2599590.335718641,47345760.49718929,72014684.21067497,6228809.143663653,39741042.35097658,28324083.63890225,22515464.68423376,15201367.849254047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-01,98.077,2.6,99.14,99.81,103.65,94.9,101.2,74.0,93.797,96.61,91.557,137.0,102.4,27920.0,3.2,63.4,1494961.4,826892.1,572997.6,1.25,1.654,2.455,2.574,8.823,3.01,1131.57,98.01,91.78,106.94,95.06,77.226,87.6,1640000000000.0,113.12,106.91,111.6,1.25,51361911.0,25736793.0,25625118.0,13.8,1.052,6771.296318,1824039121.2991552,1904211.1248889947,310015.46002943383,711609844.8361995,38339562.76755507,5737761.048611369,258762020.4592831,83470963.64696574,107377571.4909609,2606497.4757865644,47207136.95219708,71936259.80610143,6160232.542750124,39614090.59114481,28544828.70717077,22766112.36787388,14895447.346739648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,97.347,2.5,99.04,99.46,103.4,101.0,101.4,73.3,102.82,107.777,91.469,137.0,102.4,27889.0,3.1,63.3,1505855.2,817624.5,575798.6,1.26,1.787,2.54,2.709,8.959,3.02,1105.04,108.33,100.34,106.68,110.33,77.332,87.6,1610000000000.0,113.12,107.41,111.99,1.5,51361911.0,25736793.0,25625118.0,13.8,1.052,6862.129537,1826276567.0388725,1857642.4605391903,310535.6536921908,710479306.9469299,38392736.69247046,5843983.617763086,261549743.27876383,83512581.3578792,108418941.12576675,2619600.922008996,47125741.11393577,71874300.03034684,6084939.250562567,39724495.47659733,28741607.255140077,23025796.97099613,14586030.453346968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,97.698,2.5,99.09,99.62,102.68,107.7,101.0,70.9,100.94,104.287,92.436,138.0,102.3,27516.0,3.3,62.5,1504333.3,830003.7,578312.9,1.51,1.833,2.472,2.649,8.909,3.05,1085.78,112.36,101.72,104.45,102.72,77.411,87.7,1610000000000.0,113.06,108.21,112.48,1.5,51361911.0,25736793.0,25625118.0,13.8,1.052,6953.301006,1827941629.7991505,1815212.5967860816,311810.0006031844,708967417.9300588,38422821.93440711,5929320.854638148,262923099.54000825,83557593.34923397,109311132.1285376,2637706.6627452765,47123892.70506166,71835521.56989147,6006901.895959844,40101912.936312616,28895481.89602321,23272912.52032241,14298702.242041212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01,98.106,2.6,99.5,99.83,103.52,97.2,101.0,73.2,99.812,102.193,94.635,141.0,99.7,27232.0,3.7,61.8,1512963.2,830732.7,579043.6,1.5,1.839,2.626,2.722,8.985,3.08,1066.7,118.18,105.65,104.21,102.12,77.556,87.8,1670000000000.0,113.67,108.51,112.77,1.5,51585058.0,25857689.0,25727369.0,14.3,0.977,7049.936453,1829111833.77363,1775763.99,313948.75617,706953440.25952,38430790.778,5994971.66664,262723192.05,83619354.36465,110068813.0157,2661657.539651,47219299.63926,71820179.99664,5919993.43616,40809926.55492,29010189.996249,23518864.422872003,14020181.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-01,98.855,2.6,99.92,100.88,103.99,91.3,101.1,73.9,87.782,90.828,94.459,139.0,101.2,27348.0,4.6,62.0,1518460.8,839555.3,580327.0,1.49,1.851,2.77,2.815,9.051,3.1,1079.58,106.99,93.55,101.98,89.6,77.723,88.0,1610000000000.0,114.19,108.41,113.26,1.5,51585058.0,25857689.0,25727369.0,14.3,0.977,7148.068597,1829730689.1468532,1742148.7902040542,316930.1070063079,704474021.4574131,38416005.08413946,6034433.074573451,260736837.8921008,83703818.96979588,110621625.08543544,2690300.093005019,47425437.37876114,71838271.88976894,5826194.205517923,41866282.44964225,29076080.370539524,23750557.612855226,13764614.704586662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-01,98.751,2.6,99.88,100.58,104.54,101.9,101.0,72.5,101.88,105.583,94.899,140.0,98.1,27811.0,4.5,63.1,1525815.4,840991.0,582392.9,1.49,1.875,2.708,2.831,9.051,3.13,1071.89,114.89,101.06,102.59,105.74,77.917,88.1,1630000000000.0,114.45,108.21,113.65,1.5,51585058.0,25857689.0,25727369.0,14.3,0.977,7243.538595,1829960921.1701736,1716854.1203702062,320292.26607023546,701874984.1175383,38389620.73614959,6048994.382119175,257662891.29988903,83794762.14828469,110938030.22053128,2718794.513560248,47695993.27221216,71908132.50172316,5736501.077185451,43095069.22525162,29099761.02794894,23945093.17983228,13551495.553113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-01,98.931,2.6,100.01,100.61,105.69,99.7,100.9,74.8,100.0,101.595,95.866,139.0,100.1,28029.0,4.1,63.5,1534255.8,841002.2,583879.7,1.48,1.873,2.655,2.794,9.013,3.15,1067.76,112.88,99.27,103.1,102.81,78.049,88.1,1680000000000.0,114.9,108.01,113.84,1.5,51585058.0,25857689.0,25727369.0,14.3,0.977,7341.758743,1830052608.1886797,1694202.2893457357,324677.2842141355,698657478.6036166,38354919.14475378,6044571.207996252,253233907.17814237,83903131.06933334,111085529.38721064,2751434.1005363395,48070977.11770517,72077319.38730466,5633148.749506462,44718933.43468274,29095784.410505533,24141838.165374503,13331305.404648436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-01,98.979,2.6,100.3,101.58,108.8,100.2,100.8,75.5,100.94,104.586,95.075,140.0,102.1,28184.0,4.0,63.9,1543469.7,839880.5,585506.0,1.5,1.887,2.757,2.86,9.073,3.17,1076.39,114.8,98.25,101.28,104.1,78.127,87.9,1620000000000.0,115.38,108.51,113.65,1.5,51585058.0,25857689.0,25727369.0,14.3,0.977,7435.480626,1830176656.57456,1677382.3874014188,329506.2572441868,695261050.7407616,38324684.3593168,6022500.653014026,248308668.592082,84007239.87305781,111025056.15221883,2782320.099996668,48491569.22583713,72365183.01365602,5530518.210750759,46513745.60739621,29071102.90281038,24311298.03577449,13130180.465598684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-01,98.779,2.6,100.33,102.32,110.17,102.6,100.8,74.5,101.222,103.988,95.339,140.0,100.2,28161.0,3.7,63.8,1546960.3,846240.2,587660.8,1.49,1.851,2.656,2.805,9.016,3.18,1092.8,115.7,97.28,99.0,101.78,78.203,87.8,1550000000000.0,115.56,108.81,113.65,1.5,51585058.0,25857689.0,25727369.0,14.3,0.977,7530.0,1830553496.1485417,1665001.0433884752,335018.24531245185,691520662.567481,38306344.1060136,5984265.666959811,242972336.3723849,84105002.75194205,110752261.76262516,2811595.838305871,48966820.78415527,72825355.08423457,5423304.811174111,48556182.22099192,29034088.13743003,24462319.065369774,12930643.217011184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-01,98.59,2.6,100.8,103.24,111.66,100.0,100.7,74.2,101.88,102.193,96.746,141.0,95.9,28123.0,3.7,63.6,1556221.9,843752.8,589421.2,1.49,1.842,2.549,2.75,8.957,3.2,1122.8,114.84,96.82,99.33,101.86,78.293,87.7,1540000000000.0,115.57,108.91,114.62,1.5,51585058.0,25857689.0,25727369.0,14.3,0.977,7621.322695,1831361899.0434208,1657596.6465832295,340778.3098912655,687736393.9084767,38310121.04613976,5935160.966299279,237965011.36717007,84181472.15110831,110284442.22156888,2835538.7675062995,49447894.377369806,73461114.59955086,5319897.165704255,50673333.95973081,28996716.730120827,24582811.76015023,12741671.907800429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-01,99.462,2.7,101.25,103.47,111.34,98.6,100.5,75.0,99.154,101.595,96.922,143.0,97.0,28039.0,4.0,63.4,1568274.0,837607.5,592145.6,1.5,1.83,2.458,2.656,8.846,3.21,1121.15,113.73,96.28,99.73,103.44,78.46,87.6,1550000000000.0,115.63,109.41,114.13,1.5,51585058.0,25857689.0,25727369.0,14.3,0.977,7700.8081,1832867918.7138555,1654403.526179505,347087.58390260715,683717350.7491791,38345710.35424107,5874867.224441186,233366381.97917047,84232719.63606997,109590092.35571484,2853829.342611928,49947873.29203344,74349286.32232653,5214938.817482684,52963366.60561448,28966514.32014165,24678357.916078743,12546599.26100219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-01,100.221,2.5,101.54,103.64,113.2,97.8,100.2,73.0,96.147,100.1,93.843,148.0,99.5,28079.0,3.6,63.5,1577303.4,845523.7,594816.2,1.54,1.79,2.315,2.403,8.476,3.21,1120.6,105.71,89.77,100.32,101.62,79.232,87.9,1570000000000.0,115.77,110.02,113.84,1.5,51585058.0,25857689.0,25727369.0,14.3,0.977,7785.339243,1835271240.946996,1655465.0747446986,353675.6911203561,679650291.4876584,38423103.77066239,5807867.422602593,229773084.13656685,84246566.59818438,108681025.77298096,2863616.5750281545,50431469.21355258,75507474.16241805,5113470.3628034005,55313703.41456193,28955045.84776632,24741975.075830884,12347591.66362857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-01,100.041,2.5,101.19,103.9,115.19,102.2,100.1,75.1,105.733,108.774,95.866,146.0,95.2,28063.0,3.5,63.4,1590110.4,840678.4,597077.5,1.52,1.853,2.338,2.452,8.515,3.22,1130.81,125.16,104.69,98.65,108.47,79.677,88.0,1360000000000.0,115.97,110.52,113.74,1.5,51585058.0,25857689.0,25727369.0,14.3,0.977,7863.523142,1838656704.2717052,1660280.122636864,360236.5669891631,675728120.183351,38546942.45788863,5739502.861852385,227653079.69877392,84215621.38438652,107596538.03360143,2863137.833237164,50865490.714073226,76918722.21445823,5020085.720639175,57604049.21163184,28971478.465208963,24770767.42779468,12147319.143608171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01,99.33,2.4,100.49,103.46,109.52,101.3,99.9,73.2,103.102,105.783,98.417,146.0,94.1,28092.0,3.2,63.4,1602332.9,840084.9,601108.9,1.51,1.844,2.209,2.403,8.454,3.23,1128.58,120.35,99.93,95.88,99.8,79.799,87.9,1400000000000.0,115.58,110.22,114.13,1.75,51585058.0,25857689.0,25727369.0,14.3,0.977,7940.413993,1843462166.171298,1668897.6286963196,367124.7318503409,671750749.3120011,38734925.706938975,5668170.224926671,227278545.1063531,84128794.58599223,106264012.75101978,2850445.4608535045,51259884.273968525,78711554.4769503,4930096.6343518775,59944116.04938115,29026924.746711973,24764203.411745243,11928361.0099228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-01,98.988,2.4,100.0,101.87,105.46,108.2,99.8,72.2,101.598,103.789,98.593,146.0,94.7,27582.0,3.4,62.2,1600280.5,846123.7,604487.7,1.77,1.776,1.992,2.304,8.373,3.25,1122.9,112.81,98.32,98.18,95.24,79.861,87.8,1340000000000.0,115.22,109.21,114.72,1.75,51585058.0,25857689.0,25727369.0,14.3,0.977,8010.899791,1849580681.2091768,1680501.21767859,373816.4615766816,668033547.9046373,38983964.98540874,5601299.560605418,229069465.23147,83983047.6595611,104769115.66340668,2824524.529964229,51571029.1230082,80803271.87350723,4850780.472850576,62141792.66212545,29127396.07920051,24720360.310810823,11700948.471815843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,98.884,2.3,99.89,101.15,105.29,98.3,99.9,72.9,99.342,102.293,98.241,145.0,91.9,27455.0,4.5,61.9,1607666.5,847765.3,605242.9,1.76,1.733,1.991,2.263,8.343,3.26,1122.0,116.44,104.45,99.14,97.03,79.877,87.5,1460000000000.0,115.43,108.61,115.5,1.75,51764822.0,25948706.0,25816116.0,14.9,0.918,8079.521523,1857632310.3162,1695592.4178300002,380675.0001,664390093.0968,39320106.2904,5537387.14472,233558744.81888,83759637.7489,103011869.76099,2781731.238244,51800679.9648,83367763.0256,4778386.878208,64300613.1568,29289607.61792,24633864.20124,11445851.50373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,99.311,2.3,99.99,101.19,107.63,89.6,99.4,70.0,84.305,88.833,98.505,145.0,97.4,27649.0,4.7,62.3,1614141.4,855633.1,606385.0,1.76,1.76,1.988,2.249,8.329,3.27,1122.45,94.85,85.32,99.26,83.71,79.824,87.3,1450000000000.0,115.92,108.51,115.59,1.75,51764822.0,25948706.0,25816116.0,14.9,0.918,8143.69993,1867547402.855176,1713492.3925555854,387401.5984696639,660993782.0405384,39742299.43717537,5481300.343417367,240982594.49449435,83456661.35015695,101051626.6780312,2721528.013935361,51923881.70533571,86353899.36385477,4716607.983739341,66310850.55424024,29517114.71637353,24505204.681340277,11167801.176474484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,99.121,2.3,100.34,101.96,109.44,101.4,99.3,71.4,99.812,104.985,95.954,144.0,96.5,28002.0,4.3,63.1,1617556.6,862572.7,608003.8,1.76,1.769,1.953,2.244,8.318,3.28,1130.72,107.1,94.76,97.39,96.93,79.74,87.0,1420000000000.0,116.58,108.61,115.5,1.75,51764822.0,25948706.0,25816116.0,14.9,0.918,8201.424463,1877832836.992183,1731567.5889850245,393332.0914663698,658124330.9908268,40190635.970700674,5438035.63378657,249871173.8610732,83121799.92955838,99161394.52642716,2653887.412757579,51953142.11710267,89347810.9003702,4668472.427769725,67999492.70031832,29769796.536224853,24359727.718614265,10900129.042340009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,99.481,2.1,100.63,102.51,111.37,100.8,99.1,73.7,100.752,102.193,99.296,142.0,97.8,28284.0,4.4,63.6,1627414.0,866144.1,610359.1,1.75,1.751,1.889,2.207,8.28,3.27,1140.95,115.32,101.48,96.72,98.55,79.63,86.7,1460000000000.0,117.19,109.01,115.69,1.75,51764822.0,25948706.0,25816116.0,14.9,0.918,8256.385357,1890287313.1809144,1753067.0797737448,399711.16253333,655135725.7685496,40750016.60248142,5398633.940390192,261594155.0023665,82694682.59652747,97009467.49988316,2566966.831673293,51911144.24178591,92896454.85954452,4621411.640565122,69737726.94145699,30087881.619753864,24176067.134576354,10590556.460496044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
